template;cluster;task
Action: move Direction: right Preposition: side Landmark: sink ;80;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: pick up Object: tomato ;81;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: turn Direction: right Preposition: to Landmark: fridge ;82;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: drop Object: tomato Into: fridge ;-1;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: turn Direction: around Preposition: to Landmark: coffee maker ;83;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: move Direction: left ;-1;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: then turn Direction: left Preposition: face Landmark: kitchen island ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: to the right Preposition: of Landmark: the loaf of bread ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: adjacent Preposition: to Landmark: the fridge ;84;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: slice Object: the tomato From: the counter ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go Direction: left Preposition: to ;85;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: on Preposition: bottom Landmark: shelf ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: adjacent Preposition: to Landmark: the fridge ;84;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: pick up Object: a slice of tomato From: the counter ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go Direction: left Preposition: to ;85;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: chill Object: the tomato slice Into: the fridge ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: then turn Direction: right Preposition: to face Landmark: the trash bin ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: put Object: the tomato slice Into: the trash bin ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: turn Direction: left Landmark: kitchen island ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: move Direction: right Landmark: loaf of bread ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: move Direction: adjacent Landmark: fridge ;86;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: slice Object: tomato Location: counter ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go Direction: left Landmark: fridge ;87;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: put Object: knife Location: bottom shelf ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: move Direction: adjacent Landmark: fridge ;86;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: pick up Object: slice of tomato Location: counter ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go Direction: left Landmark: fridge ;87;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: chill Object: tomato slice Location: fridge ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: turn Direction: right Landmark: trash bin ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: put Object: tomato slice Location: trash bin ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: turn Direction: left Preposition: face Landmark: kitchen island ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: pick up Object: loaf of bread From: right ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: place Adjective: adjacent Preposition: to Object: fridge Location: adjacent ;88;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: slice On: counter Object: tomato ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go To: fridge Preposition: to Location: left ;89;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: put On: bottom shelf Object: knife ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: place Adjective: adjacent Preposition: to Object: fridge Location: adjacent ;88;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: pick up Object: slice From: counter ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: go To: fridge Preposition: to Location: left ;89;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: chill In: fridge Object: tomato slice ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: turn Direction: right Preposition: face Landmark: trash bin ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: put Into: trash bin Object: tomato slice ;-1;pick_cool_then_place_in_recep-TomatoSliced-None-GarbageCan-30
Action: walk Direction: face Preposition: sink ;90;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: pick up Object: white egg From: ledge in front of sink ;91;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: face Preposition: microwave ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: remove Object: egg From: microwave ;92;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: face Preposition: sink ;90;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: place Object: egg Into: sink basin ;93;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: face Preposition: sink Location: None ;94;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: pick up Object: white egg Location: ledge in front of sink ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: face Preposition: microwave Location: None ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: remove Object: egg Location: microwave ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: face Preposition: sink Location: None ;94;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: place Object: egg Location: sink basin ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: to Preposition: face Landmark: sink ;95;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: pick up Object: white egg From: ledge in front of sink ;91;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: to Preposition: face Landmark: microwave ;-1;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: remove Object: egg From: microwave ;92;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: walk Direction: to Preposition: face Landmark: sink ;95;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: place Object: egg Into: sink basin ;93;pick_heat_then_place_in_recep-Egg-None-SinkBasin-20
Action: turn Direction: left Preposition: up Landmark: fridge ;96;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: open Object: white mug From: the fridge ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: right Preposition: over Landmark: microwave ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: heat Object: mug From: the microwave ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: left Preposition: past Landmark: wooden shelf ;97;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: put Object: mug On: the top shelf ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: left Preposition: up Landmark: fridge ;96;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: open Object: white mug From: fridge ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: right Preposition: to Landmark: microwave ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: heat Object: mug From: microwave ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: left Preposition: past Landmark: wooden shelf ;97;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: put Object: mug On: top shelf ;-1;pick_heat_then_place_in_recep-Mug-None-Shelf-5
Action: turn Direction: right Preposition: over Landmark: kitchen counter ;98;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: pick up Object: potato From: kitchen counter ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: turn Direction: around Preposition: over Landmark: kitchen sink ;99;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: place Object: potato From: kitchen sink Into: microwave ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: turn Direction: around Preposition: over Landmark: fridge ;100;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: place Object: potato From: kitchen sink Into: fridge Preposition: right ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: turn Direction: right Preposition: over Landmark: kitchen counter ;98;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: pick up Object: potato From: the kitchen counter ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: turn Direction: around Preposition: over Landmark: kitchen sink ;99;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: place Object: potato Into: the microwave above the kitchen sink ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: turn Direction: around Preposition: over Landmark: fridge ;100;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: place Object: potato Into: the fridge to the right of the lettuce ;-1;pick_heat_then_place_in_recep-Potato-None-Fridge-12
Action: move Direction: left Preposition: to Landmark: table ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: pick up Object: potato From: the table ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: turn Direction: around Preposition: head Landmark: microwave ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: cook Object: potato In: the microwave ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: turn Direction: around Preposition: head Landmark: sink ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: place Object: potato In: the sink ;-1;pick_heat_then_place_in_recep-Potato-None-SinkBasin-30
Action: move Direction: forward Landmark: sink ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: pick up Object: knife Location: sink ;101;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: turn Direction: around Landmark: table ;102;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: slice Object: potato Location: table ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: turn Direction: around Landmark: shelf under the sink ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: place Object: knife Location: shelf ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: turn Direction: around Landmark: table ;102;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: pick up Object: potato slice Location: table ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: turn Direction: left Landmark: oven ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: cook Object: potato Location: oven ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: move Direction: right Landmark: fridge ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: place Object: potato Location: fridge ;-1;pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-20
Action: turn Direction: left Preposition: walk Landmark: the small white table ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: pick up Object: tomato From: the table ;103;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: left Preposition: walk Landmark: the microwave ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: close Object: microwave door ;104;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: right Preposition: walk To: the end of the kitchen counter ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: put Object: heated tomato On: the counter in front and to the right of the plastic container ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: left Preposition: walk Landmark: small white table ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: pick up Object: tomato From: table ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: left Preposition: walk Landmark: microwave ;68;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: close Object: door ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: right Preposition: walk Landmark: end of the kitchen counter ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: put Object: heated tomato Into: counter Location: in front and to the right of the plastic container ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: left Preposition: walk up to Landmark: small white table ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: pick up Object: tomato From: the table ;103;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: left Preposition: walk over to Landmark: microwave ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: close Object: microwave door ;104;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: right Preposition: walk across the room to Landmark: end of the kitchen counter ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: put Object: heated tomato Into: the counter in front and to the right of the plastic container ;-1;pick_heat_then_place_in_recep-Tomato-None-CounterTop-26
Action: turn Direction: right Preposition: face Landmark: counter next to the sink in front of you ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: take Object: candle From: sink in front of you ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: left Preposition: face Landmark: cabinets to your right ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: place Object: candle To: cabinet under the sink in front of you Preposition: close ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: left Preposition: face Landmark: toilet to your right ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: take Object: candle From: top of the toilet in front of you ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: right Preposition: face Landmark: cabinet under the sink to your left ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: put Object: candle To: cabinet in front of you Preposition: close ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: right Preposition: face Landmark: counter ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: take Object: candle From: sink ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: left Preposition: face Landmark: cabinets ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: place Object: candle To: cabinet ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: left ;21;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: take Object: candle From: toilet ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: right ;13;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: put Object: candle To: cabinet ;-1;pick_two_obj_and_place-Candle-None-Cabinet-414
Action: turn Direction: right Preposition: over Landmark: bath tub ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: grab Object: sponge From: the bath tub ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: around Preposition: over Landmark: towel cart ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: place Object: sponge On: top of the towel cart ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: right Preposition: over Landmark: the toilet ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: grab Object: sponge From: the top of the toilet ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: around Preposition: over Landmark: the towel cart ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: place Object: sponge On: top of the towel rack ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: right Preposition: over Location: bath tub ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: grab Object: sponge Location: bath tub ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: around Preposition: over Location: towel cart ;105;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: place Object: sponge Location: towel cart ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: right Preposition: over Location: toilet ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: grab Object: sponge Location: top of the toilet ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: turn Direction: around Preposition: over Location: towel cart ;105;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: place Object: sponge Preposition: next to Location: towel rack ;-1;pick_two_obj_and_place-DishSponge-None-Cart-401
Action: face Preposition: the island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: the lettuce closest to the hand From: the island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: walk towards Object: the refrigerator ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go To: the island ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: the lettuce on the island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go To: the refrigerator ;107;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go To: the counter to the right of the stove ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: pick up Object: the knife to the right of the pot on the counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go To: the refrigerator ;107;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: face Location: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce closest to the hand on the island counter ;108;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: walk Location: towards the refrigerator ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Location: island ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce on the island counter ;110;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Location: refrigerator ;111;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Location: counter to the right of the stove ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: pick up Object: knife to the right of the pot on the counter ;112;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Location: refrigerator ;111;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: face Preposition: the Landmark: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: the lettuce closest to the hand on the island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: walk Preposition: towards Landmark: the refrigerator ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: the island ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: the lettuce Preposition: on Location: the island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: the refrigerator ;113;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: the counter to the right of the stove ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: pick up Object: the knife Preposition: to the right of Location: the pot on the counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: the refrigerator ;113;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: the refrigerator ;106;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: face Direction: None Preposition: counter Landmark: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce closest to the hand Location: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: walk Direction: None Preposition: towards Landmark: refrigerator ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator Location: None ;114;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Object: island Location: None ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce on the island counter Location: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Object: refrigerator Location: None ;115;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator Location: None ;114;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Object: counter to the right of the stove Location: None ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: pick up Object: knife to the right of the pot on the counter Location: counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Object: refrigerator Location: None ;115;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator Location: None ;114;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: face Direction: island counter ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce closest to the hand on the island counter ;108;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: walk Preposition: towards Landmark: refrigerator ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: island ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: take Object: lettuce on the island counter ;110;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: refrigerator ;116;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: counter to the right of the stove ;-1;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: pick up Object: knife to the right of the pot on the counter ;112;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: go Preposition: to Landmark: refrigerator ;116;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: close Object: refrigerator ;109;pick_two_obj_and_place-LettuceSliced-None-Fridge-1
Action: turn Direction: left Preposition: walk forward Landmark: cabinet ;117;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: top pencil From: table ;118;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk To: room Preposition: face Landmark: table ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil On: table ;119;pick_two_obj_and_place-Pencil-None-Desk-314
Action: turn Direction: right Preposition: walk across Landmark: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: pencil laying From: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk across To: room Preposition: face Landmark: table ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil On: table ;119;pick_two_obj_and_place-Pencil-None-Desk-314
Action: take Direction: two steps Preposition: turn left Location: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: top pencil Location: table ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk Location: room Preposition: face Landmark: table ;120;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil Location: table ;121;pick_two_obj_and_place-Pencil-None-Desk-314
Action: turn Direction: right Preposition: walk Landmark: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: pencil Location: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk Location: room Preposition: face Landmark: table ;120;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil Location: table ;121;pick_two_obj_and_place-Pencil-None-Desk-314
Action: turn Direction: left Preposition: walk forward Landmark: cabinet ;117;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: top pencil From: table ;118;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk Preposition: across the room Landmark: table ;122;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil On: table ;119;pick_two_obj_and_place-Pencil-None-Desk-314
Action: turn Direction: right Preposition: walk forward Landmark: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: pick up Object: pencil From: cabinet ;-1;pick_two_obj_and_place-Pencil-None-Desk-314
Action: walk Preposition: across the room Landmark: table ;122;pick_two_obj_and_place-Pencil-None-Desk-314
Action: place Object: pencil On: table ;119;pick_two_obj_and_place-Pencil-None-Desk-314
Action: go Direction: to the counter Location: counter ;123;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: corner of the counter on the left ;124;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: across the room Location: room ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: counter ;125;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Location: sink ;126;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;127;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: left Location: counter ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: None ;128;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Location: sink ;126;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;129;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: sink ;101;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: fridge ;130;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: second shelf in the fridge ;131;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: sink ;132;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink, to the right of the apple ;127;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: fridge ;130;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: slice of potato Location: fridge ;133;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: around Location: sink ;132;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: slice of potato Location: sink, in front of the apple ;129;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Direction: to the counter Location: counter ;123;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: pick up Object: knife Location: corner of the counter on the left ;124;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: go Distance: across the room Location: room ;-1;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: cut Object: potato Location: counter ;125;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: turn Direction: right Location: room ;134;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
Action: put Object: knife Location: sink Direction: right Landmark: apple ;135;pick_two_obj_and_place-PotatoSliced-None-SinkBasin-13
